Year,Seasons,Division,Make,Number.of.Engines,Engine.Type,Purpose.of.Flight,Weather.Condition,Broad.Phase.of.Flight,Injury.Severity
2019,Spring,RMTN,Beech,1.0,1,Personal,VMC,LANDING,0
2019,Spring,SEST,Robinson,1.0,1,Personal,VMC,CRUISE,1
2019,Spring,SEST,Piper,1.0,1,Personal,VMC,TAXI,0
2019,Spring,SEST,Cessna,1.0,1,Instructional,VMC,LANDING,1
2019,Spring,FWST,Cessna,1.0,1,Personal,VMC,CLIMB,0
2019,Spring,SEST,Piper,1.0,1,Personal,VMC,LANDING,0
2019,Spring,SEST,Cessna,1.0,1,Personal,VMC,TAXI,0
2019,Spring,MEST,Bell,2.0,0,Personal,VMC,TAKEOFF,1
2019,Spring,SEST,Cessna,1.0,1,Personal,VMC,LANDING,0
2019,Spring,FWST,Bell,1.0,0,Others,VMC,TAKEOFF,1
2019,Spring,SEST,Piper,1.0,1,Personal,VMC,LANDING,1
2019,Spring,SWST,Cessna,1.0,1,Personal,VMC,TAXI,0
2019,Spring,PLNS,Cessna,1.0,1,Instructional,VMC,LANDING,0
2019,Spring,PLNS,Cessna,1.0,1,Personal,VMC,APPROACH,0
2019,Spring,MEST,Cessna,2.0,1,Others,VMC,LANDING,0
2019,Spring,SEST,Piper,2.0,1,Personal,VMC,DESCENT,0
2019,Spring,SEST,Piper,1.0,1,Personal,VMC,TAKEOFF,1
2019,Spring,GRLK,Piper,1.0,1,Personal,VMC,LANDING,0
2019,Spring,RMTN,Cessna,1.0,1,Personal,VMC,APPROACH,1
2019,Spring,SEST,Cessna,1.0,1,Instructional,VMC,STANDING,0
2019,Spring,SEST,Cessna,1.0,1,Instructional,VMC,TAXI,0
2019,Spring,SEST,Piper,1.0,1,Personal,VMC,STANDING,0
2019,Spring,SWST,Robinson,1.0,1,Personal,VMC,CRUISE,0
2019,Spring,FWST,Cessna,1.0,1,Personal,VMC,LANDING,0
2019,Spring,FWST,Cessna,1.0,1,Instructional,VMC,TAKEOFF,0
2019,Spring,PLNS,Piper,1.0,1,Others,VMC,LANDING,0
2019,Spring,FWST,Cessna,1.0,1,Instructional,VMC,LANDING,0
2019,Spring,SEST,Cessna,2.0,0,Personal,VMC,TAXI,0
2019,Spring,SWST,Cessna,1.0,1,Instructional,VMC,APPROACH,1
2019,Spring,FWST,Cessna,1.0,1,Instructional,VMC,LANDING,1
2019,Spring,NWED,Hughes,1.0,1,Personal,VMC,CRUISE,0
2019,Spring,SEST,Beech,2.0,1,Personal,VMC,LANDING,0
2019,Spring,MEST,Piper,1.0,1,Instructional,VMC,APPROACH,0
2019,Spring,SEST,Cessna,1.0,1,Personal,VMC,TAKEOFF,1
2019,Spring,MEST,Beech,2.0,0,Others,VMC,LANDING,0
2019,Spring,GRLK,Piper,2.0,1,Others,VMC,DESCENT,1
2019,Spring,PLNS,Cessna,1.0,1,Instructional,VMC,LANDING,0
2019,Spring,RMTN,Air Tractor,1.0,0,Others,VMC,LANDING,0
2019,Spring,PLNS,Cessna,1.0,1,Instructional,VMC,LANDING,1
2019,Spring,SWST,Cessna,1.0,1,Personal,VMC,LANDING,0
2019,Spring,FWST,Piper,1.0,1,Personal,VMC,LANDING,1
2019,Spring,MEST,Cessna,1.0,1,Personal,VMC,LANDING,0
2019,Spring,SWST,Cessna,2.0,1,Personal,VMC,CRUISE,1
2019,Spring,FWST,Bell,1.0,0,Others,VMC,MANEUVERING,1
2019,Spring,PLNS,Piper,1.0,1,Others,VMC,MANEUVERING,0
2019,Spring,GRLK,Piper,1.0,1,Personal,VMC,LANDING,0
2019,Spring,SWST,Cessna,1.0,1,Others,VMC,TAKEOFF,1
2019,Spring,SEST,Piper,1.0,1,Instructional,IMC,TAKEOFF,1
2019,Spring,SWST,Cessna,1.0,1,Instructional,VMC,GO-AROUND,0
2019,Spring,RMTN,Cessna,1.0,1,Instructional,VMC,MANEUVERING,0
2019,Spring,SEST,Cessna,1.0,1,Personal,IMC,TAKEOFF,1
2019,Spring,SEST,Piper,1.0,1,Others,VMC,MANEUVERING,1
2019,Winter,SEST,Piper,1.0,0,Personal,IMC,TAKEOFF,1
2019,Winter,SEST,Piper,1.0,1,Personal,VMC,TAKEOFF,0
2019,Winter,SEST,Cessna,1.0,1,Others,VMC,LANDING,0
2019,Winter,MEST,Cessna,1.0,1,Personal,VMC,LANDING,0
2019,Winter,NWED,Cessna,1.0,1,Instructional,VMC,TAKEOFF,1
2019,Winter,SEST,Mooney,1.0,1,Instructional,VMC,LANDING,0
2019,Winter,PLNS,Beech,2.0,1,Others,IMC,TAKEOFF,0
2019,Winter,MEST,Cessna,1.0,1,Instructional,VMC,TAKEOFF,0
2019,Winter,FWST,Piper,1.0,1,Instructional,VMC,LANDING,0
2019,Winter,FWST,Cessna,1.0,1,Personal,VMC,LANDING,0
2019,Winter,SEST,Beech,2.0,1,Instructional,VMC,GO-AROUND,1
2019,Winter,GRLK,Piper,1.0,1,Personal,VMC,APPROACH,1
2019,Winter,SEST,Robinson,1.0,1,Instructional,VMC,TAXI,0
2019,Winter,SEST,Cessna,1.0,1,Instructional,VMC,LANDING,0
2019,Winter,GRLK,Piper,1.0,1,Personal,VMC,LANDING,0
2019,Winter,SEST,Cessna,1.0,1,Personal,VMC,LANDING,0
2019,Winter,SWST,Piper,1.0,1,Instructional,VMC,LANDING,0
2019,Winter,GRLK,Beech,2.0,0,Others,IMC,LANDING,0
2019,Winter,GRLK,Cessna,2.0,1,Personal,IMC,TAKEOFF,0
2019,Winter,SEST,Cessna,1.0,1,Instructional,VMC,MANEUVERING,1
2019,Winter,FWST,Mooney,1.0,1,Personal,VMC,CRUISE,1
2019,Winter,SEST,Piper,1.0,1,Personal,VMC,APPROACH,0
2019,Winter,FWST,Piper,1.0,1,Personal,VMC,APPROACH,1
2019,Winter,SEST,Cessna,1.0,1,Instructional,VMC,TAXI,0
2019,Winter,FWST,Cessna,2.0,1,Personal,IMC,DESCENT,1
2019,Winter,RMTN,Piper,1.0,1,Personal,VMC,LANDING,0
2019,Winter,FWST,Cessna,1.0,1,Personal,VMC,TAKEOFF,0
2019,Winter,SWST,Cessna,1.0,1,Instructional,VMC,CRUISE,0
2019,Winter,SWST,Cessna,1.0,1,Instructional,VMC,CRUISE,0
2019,Winter,FWST,Piper,1.0,1,Personal,IMC,TAKEOFF,1
2019,Winter,FWST,Piper,1.0,1,Personal,VMC,LANDING,0
2019,Winter,FWST,Cessna,1.0,1,Personal,VMC,APPROACH,0
2019,Winter,FWST,Piper,1.0,1,Instructional,VMC,LANDING,0
2019,Winter,SWST,Beech,1.0,1,Personal,VMC,APPROACH,1
2019,Winter,SEST,Piper,1.0,1,Personal,VMC,LANDING,0
2019,Winter,FWST,Beech,1.0,1,Personal,VMC,LANDING,0
2019,Winter,SEST,Beech,1.0,1,Personal,VMC,APPROACH,0
2019,Winter,FWST,Cessna,1.0,1,Personal,VMC,LANDING,0
2019,Winter,FWST,Bell,1.0,0,Others,UNK,MANEUVERING,1
2019,Winter,SEST,Cessna,1.0,1,Instructional,VMC,LANDING,0
2019,Winter,GRLK,Piper,1.0,1,Personal,VMC,MANEUVERING,1
2019,Winter,FWST,Piper,2.0,1,Personal,VMC,CRUISE,1
2019,Winter,SWST,Beech,1.0,1,Personal,VMC,MANEUVERING,1
2019,Winter,RMTN,Piper,1.0,1,Personal,VMC,APPROACH,0
2019,Winter,FWST,Beech,1.0,1,Personal,VMC,CLIMB,1
2019,Winter,SWST,Piper,1.0,1,Personal,UNK,OTHERS,1
2019,Winter,GRLK,Piper,1.0,1,Personal,VMC,APPROACH,1
2019,Winter,PLNS,Piper,1.0,1,Personal,VMC,MANEUVERING,1
2019,Winter,SWST,Bell,1.0,0,Others,VMC,MANEUVERING,1
2019,Winter,SWST,Bell,1.0,1,Personal,VMC,MANEUVERING,0
2019,Winter,SWST,Cessna,1.0,1,Personal,VMC,APPROACH,0
2019,Winter,SWST,Robinson,1.0,1,Instructional,VMC,TAKEOFF,1
2019,Winter,GRLK,Cessna,1.0,1,Personal,VMC,CRUISE,0
2019,Winter,RMTN,Piper,1.0,1,Personal,VMC,LANDING,0
2019,Winter,SWST,Beech,1.0,1,Personal,VMC,LANDING,0
2019,Winter,RMTN,Robinson,1.0,1,Personal,VMC,MANEUVERING,0
2019,Winter,MEST,Piper,1.0,1,Instructional,VMC,APPROACH,0
2019,Winter,RMTN,Cessna,1.0,1,Personal,VMC,MANEUVERING,1
2019,Winter,SEST,Robinson,1.0,1,Others,VMC,MANEUVERING,1
2019,Winter,PLNS,Cessna,1.0,1,Instructional,VMC,LANDING,0
2018,Winter,FWST,Piper,1.0,1,Personal,VMC,LANDING,0
2018,Winter,MEST,Cessna,1.0,1,Instructional,VMC,TAKEOFF,0
2018,Winter,GRLK,Piper,2.0,1,Personal,VMC,TAKEOFF,1
2018,Winter,FWST,Cessna,1.0,1,Personal,VMC,LANDING,1
2018,Winter,FWST,Robinson,1.0,1,Instructional,VMC,MANEUVERING,0
2018,Winter,SWST,Cessna,1.0,1,Personal,VMC,CRUISE,1
2018,Winter,SWST,Cessna,1.0,1,Instructional,VMC,TAKEOFF,0
2018,Winter,PLNS,Beech,2.0,1,Personal,IMC,APPROACH,1
2018,Winter,SEST,Cessna,1.0,1,Instructional,VMC,CRUISE,0
2018,Winter,RMTN,Cessna,1.0,1,Personal,VMC,LANDING,0
2018,Winter,FWST,Piper,1.0,1,Instructional,VMC,TAKEOFF,0
2018,Winter,FWST,Cessna,1.0,1,Personal,VMC,LANDING,0
2018,Winter,SWST,Cessna,1.0,1,Personal,VMC,LANDING,0
2018,Winter,SWST,Cessna,1.0,1,Others,VMC,MANEUVERING,0
2018,Winter,SWST,Cessna,1.0,1,Personal,VMC,LANDING,1
2018,Winter,SWST,Beech,1.0,1,Personal,VMC,LANDING,0
2018,Winter,SEST,Piper,1.0,1,Personal,VMC,APPROACH,1
2018,Winter,RMTN,Piper,1.0,1,Personal,VMC,TAKEOFF,1
2018,Winter,SEST,Cessna,1.0,1,Personal,VMC,CRUISE,0
2018,Winter,RMTN,Cessna,1.0,1,Others,VMC,TAKEOFF,0
2018,Winter,SWST,Cessna,1.0,1,Personal,VMC,TAXI,0
2018,Winter,PLNS,Cessna,1.0,1,Personal,VMC,LANDING,0
2018,Winter,GRLK,Piper,1.0,1,Personal,VMC,TAKEOFF,1
2018,Winter,FWST,Piper,1.0,1,Instructional,VMC,LANDING,0
2018,Winter,GRLK,Beech,1.0,1,Personal,VMC,APPROACH,0
2018,Winter,FWST,Beech,1.0,1,Personal,VMC,APPROACH,0
2018,Winter,SEST,Piper,1.0,1,Instructional,VMC,TAKEOFF,0
2018,Winter,SEST,Cessna,1.0,1,Instructional,VMC,LANDING,0
2018,Winter,FWST,Cessna,1.0,1,Instructional,IMC,APPROACH,0
2018,Winter,SEST,Cessna,2.0,1,Personal,VMC,TAKEOFF,1
2018,Fall,SEST,Piper,1.0,1,Instructional,VMC,LANDING,0
2018,Fall,SEST,Cessna,1.0,1,Personal,VMC,TAKEOFF,1
2018,Fall,PLNS,Cessna,2.0,0,Others,IMC,APPROACH,1
2018,Fall,FWST,Piper,1.0,1,Personal,VMC,LANDING,0
2018,Fall,GRLK,Piper,2.0,1,Personal,VMC,TAKEOFF,1
2018,Fall,SEST,Cessna,1.0,1,Others,VMC,TAKEOFF,1
2018,Fall,SWST,Cessna,1.0,1,Instructional,VMC,TAXI,0
2018,Fall,SWST,Piper,1.0,1,Personal,VMC,LANDING,1
2018,Fall,FWST,Cessna,1.0,1,Personal,VMC,TAKEOFF,1
2018,Fall,SWST,Mooney,1.0,1,Others,VMC,APPROACH,1
2018,Fall,FWST,Beech,1.0,1,Personal,VMC,LANDING,0
2018,Fall,SWST,Bell,1.0,1,Personal,VMC,LANDING,0
2018,Fall,SEST,Beech,1.0,1,Personal,VMC,LANDING,0
2018,Fall,SEST,Cessna,1.0,1,Personal,VMC,TAXI,0
2018,Fall,RMTN,Cessna,1.0,1,Instructional,VMC,LANDING,0
2018,Fall,RMTN,Cessna,1.0,1,Personal,VMC,TAKEOFF,1
2018,Fall,SEST,Cessna,1.0,1,Instructional,VMC,TAXI,0
2018,Fall,SEST,Piper,1.0,1,Instructional,VMC,TAXI,0
2018,Fall,FWST,Cessna,1.0,1,Instructional,VMC,TAKEOFF,0
2018,Fall,SWST,Robinson,1.0,1,Others,VMC,MANEUVERING,0
2018,Fall,SEST,Piper,1.0,0,Personal,VMC,LANDING,0
2018,Fall,PLNS,Cessna,2.0,0,Others,VMC,OTHERS,1
2018,Fall,SEST,Piper,1.0,1,Instructional,VMC,TAKEOFF,1
2018,Fall,SEST,Cessna,1.0,1,Personal,VMC,LANDING,0
2018,Fall,SEST,Cessna,1.0,1,Personal,VMC,DESCENT,1
2018,Fall,SEST,Bell,1.0,0,Others,VMC,MANEUVERING,1
2018,Fall,FWST,Cessna,1.0,1,Personal,IMC,TAKEOFF,1
2018,Fall,SEST,Cessna,1.0,1,Instructional,VMC,LANDING,0
2018,Fall,MEST,Cessna,1.0,1,Personal,VMC,LANDING,1
2018,Fall,SEST,Piper,1.0,1,Personal,VMC,TAKEOFF,1
2018,Fall,FWST,Robinson,1.0,1,Others,VMC,CRUISE,0
2018,Fall,MEST,Mooney,1.0,1,Personal,VMC,TAKEOFF,1
2018,Fall,FWST,Cessna,1.0,1,Instructional,VMC,LANDING,0
2018,Fall,FWST,Cessna,1.0,1,Personal,VMC,DESCENT,0
2018,Fall,SEST,Cessna,2.0,1,Personal,VMC,CRUISE,0
2018,Fall,SWST,Piper,1.0,1,Instructional,VMC,TAXI,0
2018,Fall,SWST,Piper,1.0,1,Instructional,VMC,STANDING,0
2018,Fall,SWST,Piper,1.0,1,Personal,VMC,CRUISE,1
2018,Fall,SEST,Cessna,1.0,1,Personal,VMC,TAKEOFF,1
2018,Fall,FWST,Cessna,1.0,1,Personal,VMC,TAKEOFF,0
2018,Fall,PLNS,Cessna,1.0,1,Personal,IMC,OTHERS,1
2018,Fall,FWST,Piper,1.0,1,Personal,VMC,TAKEOFF,1
2018,Fall,SEST,Beech,2.0,1,Others,VMC,LANDING,0
2018,Fall,FWST,Cessna,1.0,1,Personal,VMC,APPROACH,1
2018,Fall,SEST,Cessna,1.0,1,Instructional,VMC,TAKEOFF,0
2018,Fall,NWED,Piper,1.0,1,Personal,VMC,LANDING,1
2018,Fall,SEST,Beech,1.0,1,Personal,VMC,MANEUVERING,1
2018,Fall,FWST,Cessna,1.0,1,Personal,VMC,LANDING,0
2018,Fall,FWST,Cessna,1.0,1,Personal,VMC,TAKEOFF,1
2018,Fall,RMTN,Piper,1.0,1,Instructional,VMC,LANDING,0
2018,Fall,FWST,Bell,1.0,0,Others,VMC,MANEUVERING,1
2018,Fall,SWST,Cessna,1.0,1,Personal,VMC,CRUISE,0
2018,Fall,SWST,Piper,1.0,1,Personal,VMC,APPROACH,0
2018,Fall,SEST,Piper,1.0,1,Instructional,VMC,LANDING,0
2018,Fall,SEST,Piper,1.0,1,Personal,VMC,TAKEOFF,0
2018,Fall,MEST,Beech,1.0,1,Personal,VMC,APPROACH,1
2018,Fall,MEST,Mooney,1.0,1,Personal,VMC,TAKEOFF,1
2018,Fall,RMTN,Piper,1.0,1,Personal,VMC,CLIMB,1
2018,Fall,MEST,Piper,1.0,1,Others,VMC,LANDING,0
2018,Fall,MEST,Piper,1.0,1,Personal,VMC,TAXI,0
2018,Fall,FWST,Piper,1.0,1,Personal,VMC,LANDING,0
2018,Fall,GRLK,Piper,1.0,1,Instructional,VMC,LANDING,0
2018,Fall,SEST,Cessna,1.0,1,Instructional,VMC,TAKEOFF,0
2018,Fall,PLNS,Robinson,1.0,1,Instructional,VMC,CRUISE,1
2018,Fall,SWST,Cessna,1.0,1,Personal,VMC,DESCENT,1
2018,Fall,NWED,Cessna,1.0,1,Personal,VMC,TAXI,0
2018,Fall,MEST,Piper,1.0,1,Personal,VMC,LANDING,0
2018,Fall,SEST,Cessna,1.0,1,Instructional,VMC,LANDING,0
2018,Fall,FWST,Piper,1.0,1,Instructional,VMC,LANDING,0
2018,Fall,MEST,Piper,2.0,1,Instructional,VMC,CRUISE,1
2018,Fall,RMTN,Cessna,1.0,1,Personal,VMC,APPROACH,1
2018,Fall,SEST,Piper,1.0,1,Personal,VMC,CRUISE,1
2018,Fall,SWST,Grumman,1.0,1,Personal,VMC,APPROACH,1
2018,Fall,SWST,Air Tractor,1.0,0,Others,VMC,CRUISE,1
2018,Fall,FWST,Cessna,1.0,1,Others,VMC,APPROACH,0
2018,Fall,FWST,Cessna,1.0,1,Personal,VMC,TAXI,0
2018,Fall,FWST,Piper,1.0,1,Instructional,VMC,DESCENT,0
2018,Fall,SEST,Air Tractor,1.0,0,Others,VMC,TAKEOFF,0
2018,Fall,PLNS,Cessna,1.0,1,Others,VMC,TAKEOFF,1
2018,Fall,SEST,Piper,1.0,1,Personal,IMC,TAXI,0
2018,Fall,SEST,Piper,1.0,1,Personal,IMC,CRUISE,1
2018,Fall,FWST,Cessna,1.0,1,Instructional,VMC,TAKEOFF,0
2018,Fall,SWST,Beech,2.0,1,Personal,VMC,TAKEOFF,1
2018,Fall,SEST,Cessna,1.0,1,Personal,VMC,LANDING,0
2018,Fall,SEST,Piper,1.0,1,Personal,VMC,LANDING,0
2018,Fall,SWST,Cessna,2.0,1,Personal,VMC,LANDING,0
2018,Fall,SWST,Cessna,1.0,1,Others,VMC,MANEUVERING,1
2018,Fall,RMTN,Cessna,1.0,1,Personal,VMC,TAKEOFF,0
2018,Fall,SEST,Piper,1.0,1,Personal,VMC,TAKEOFF,1
2018,Fall,SEST,Cessna,1.0,1,Instructional,VMC,LANDING,0
2018,Fall,MEST,Cessna,1.0,1,Personal,VMC,TAXI,0
2018,Fall,FWST,Cessna,1.0,1,Personal,VMC,TAKEOFF,1
2018,Fall,FWST,Piper,1.0,1,Personal,VMC,LANDING,0
2018,Fall,MEST,Cessna,1.0,1,Personal,VMC,LANDING,0
2018,Fall,MEST,Robinson,1.0,1,Others,VMC,STANDING,0
2018,Fall,FWST,Piper,1.0,1,Personal,VMC,MANEUVERING,0
2018,Fall,SEST,Piper,1.0,1,Personal,VMC,LANDING,0
2018,Fall,SEST,Piper,1.0,1,Personal,VMC,LANDING,1
2018,Fall,RMTN,Piper,1.0,1,Others,VMC,TAKEOFF,0
2018,Fall,FWST,Cessna,1.0,1,Personal,VMC,DESCENT,1
2018,Fall,GRLK,Beech,2.0,0,Others,IMC,APPROACH,1
2018,Fall,FWST,Piper,1.0,1,Personal,UNK,OTHERS,1
2018,Fall,FWST,Cessna,1.0,1,Personal,VMC,LANDING,0
2018,Fall,FWST,Piper,1.0,1,Personal,VMC,LANDING,0
2018,Fall,PLNS,Cessna,1.0,1,Personal,VMC,GO-AROUND,1
2018,Fall,SWST,Cessna,1.0,1,Others,VMC,APPROACH,1
2018,Fall,RMTN,Piper,1.0,1,Instructional,VMC,MANEUVERING,0
2018,Fall,FWST,Piper,1.0,1,Personal,VMC,APPROACH,1
2018,Fall,GRLK,Piper,1.0,1,Personal,VMC,APPROACH,1
2018,Fall,SWST,Cessna,1.0,1,Personal,VMC,TAKEOFF,1
2018,Fall,MEST,Cessna,1.0,1,Personal,VMC,TAXI,0
2018,Fall,MEST,Cessna,1.0,1,Personal,VMC,LANDING,0
2018,Fall,FWST,Cessna,1.0,1,Personal,VMC,LANDING,0
2018,Fall,FWST,Piper,1.0,1,Personal,VMC,LANDING,0
2018,Fall,RMTN,Piper,1.0,1,Instructional,VMC,TAKEOFF,1
2018,Fall,SEST,Piper,2.0,1,Instructional,VMC,LANDING,0
2018,Fall,SWST,Cessna,1.0,1,Personal,VMC,LANDING,0
2018,Fall,FWST,Piper,1.0,1,Instructional,VMC,LANDING,0
2018,Fall,SEST,Cessna,2.0,1,Personal,VMC,APPROACH,1
2018,Fall,SWST,Piper,1.0,1,Personal,VMC,TAKEOFF,1
2018,Fall,FWST,Piper,1.0,1,Personal,VMC,TAKEOFF,1
2018,Fall,SEST,Cessna,1.0,1,Personal,VMC,CRUISE,0
2018,Fall,GRLK,Piper,1.0,1,Personal,VMC,TAKEOFF,0
2018,Fall,SWST,Piper,1.0,1,Personal,VMC,TAKEOFF,1
2018,Fall,FWST,Cessna,1.0,1,Personal,VMC,LANDING,0
2018,Fall,SEST,Cessna,1.0,1,Personal,VMC,APPROACH,0
2018,Fall,GRLK,Cessna,2.0,1,Others,VMC,APPROACH,1
2018,Fall,PLNS,Cessna,1.0,1,Personal,VMC,LANDING,1
2018,Fall,FWST,Piper,1.0,1,Personal,VMC,LANDING,0
2018,Fall,FWST,Cessna,1.0,1,Instructional,VMC,TAKEOFF,1
2018,Fall,SEST,Cessna,1.0,1,Personal,VMC,TAKEOFF,0
2018,Fall,FWST,Beech,2.0,0,Others,VMC,TAXI,0
2018,Fall,FWST,Cessna,1.0,1,Personal,VMC,TAKEOFF,0
2018,Fall,GRLK,Piper,2.0,1,Instructional,VMC,LANDING,0
2018,Fall,SWST,Piper,1.0,1,Instructional,VMC,LANDING,0
2018,Fall,SEST,Boeing,1.0,1,Instructional,VMC,LANDING,0
2018,Fall,SWST,Cessna,1.0,1,Personal,VMC,LANDING,0
2018,Fall,FWST,Cessna,1.0,1,Personal,VMC,LANDING,0
2018,Fall,RMTN,Piper,1.0,1,Personal,VMC,LANDING,0
2018,Fall,GRLK,Beech,1.0,1,Personal,VMC,TAKEOFF,1
2018,Fall,PLNS,Cessna,1.0,1,Personal,VMC,TAKEOFF,1
2018,Summer,FWST,Piper,1.0,1,Personal,VMC,LANDING,1
2018,Summer,FWST,Piper,1.0,1,Personal,VMC,TAKEOFF,0
2018,Summer,SWST,Piper,1.0,1,Personal,VMC,TAKEOFF,0
2018,Summer,GRLK,Piper,1.0,1,Personal,VMC,TAKEOFF,1
2018,Summer,FWST,Cessna,1.0,1,Personal,VMC,TAKEOFF,0
2018,Summer,SWST,Cessna,1.0,1,Personal,VMC,APPROACH,1
2018,Summer,FWST,Cessna,1.0,1,Personal,VMC,TAKEOFF,1
2018,Summer,SEST,Grumman,1.0,1,Personal,VMC,MANEUVERING,0
2018,Summer,PLNS,Air Tractor,1.0,1,Others,VMC,CRUISE,0
2018,Summer,NWED,Piper,1.0,0,Others,VMC,LANDING,0
2018,Summer,SEST,Cessna,1.0,1,Personal,VMC,LANDING,0
2018,Summer,NWED,Cessna,1.0,1,Others,VMC,LANDING,0
2018,Summer,GRLK,Cessna,1.0,1,Personal,VMC,CRUISE,1
2018,Summer,SEST,Cessna,1.0,1,Instructional,VMC,TAKEOFF,1
2018,Summer,PLNS,Beech,1.0,1,Personal,VMC,TAKEOFF,1
2018,Summer,PLNS,Piper,1.0,1,Personal,VMC,LANDING,0
2018,Summer,FWST,Cessna,1.0,1,Personal,VMC,LANDING,0
2018,Summer,NWED,Piper,1.0,1,Personal,VMC,APPROACH,1
2018,Summer,SEST,Cessna,1.0,1,Others,VMC,TAKEOFF,1
2018,Summer,FWST,Robinson,1.0,1,Instructional,VMC,LANDING,1
2018,Summer,SEST,Beech,1.0,1,Personal,VMC,TAKEOFF,1
2018,Summer,MEST,Cessna,1.0,1,Personal,VMC,LANDING,0
2018,Summer,RMTN,Piper,1.0,1,Personal,VMC,TAKEOFF,0
2018,Summer,MEST,Hughes,1.0,0,Others,VMC,MANEUVERING,0
2018,Summer,NWED,Cessna,1.0,1,Others,VMC,CRUISE,1
2018,Summer,SEST,Cessna,1.0,1,Instructional,VMC,TAKEOFF,1
2018,Summer,PLNS,Air Tractor,1.0,0,Others,VMC,MANEUVERING,1
2018,Summer,FWST,Piper,1.0,1,Instructional,VMC,TAKEOFF,1
2018,Summer,NWED,Cessna,1.0,1,Instructional,VMC,LANDING,0
2018,Summer,FWST,Piper,1.0,1,Others,VMC,TAKEOFF,0
2018,Summer,RMTN,Cessna,1.0,1,Others,VMC,LANDING,0
2018,Summer,SWST,Beech,1.0,1,Personal,VMC,TAKEOFF,0
2018,Summer,FWST,Beech,1.0,1,Personal,VMC,DESCENT,0
2018,Summer,RMTN,Cessna,1.0,1,Personal,VMC,MANEUVERING,1
2018,Summer,FWST,Bell,1.0,0,Others,VMC,MANEUVERING,0
2018,Summer,FWST,Piper,1.0,1,Personal,VMC,LANDING,0
2018,Summer,GRLK,Air Tractor,1.0,0,Others,VMC,MANEUVERING,1
2018,Summer,FWST,Cessna,1.0,1,Personal,VMC,TAKEOFF,0
2018,Summer,PLNS,Cessna,1.0,1,Personal,VMC,LANDING,0
2018,Summer,RMTN,Cessna,1.0,1,Instructional,VMC,TAKEOFF,0
2018,Summer,SWST,Cessna,1.0,1,Personal,VMC,TAKEOFF,1
2018,Summer,FWST,Piper,1.0,1,Personal,VMC,LANDING,0
2018,Summer,SWST,Cessna,1.0,1,Instructional,VMC,LANDING,1
2018,Summer,RMTN,Cessna,1.0,1,Personal,VMC,TAKEOFF,0
2018,Summer,GRLK,Cessna,1.0,1,Personal,VMC,GO-AROUND,1
2018,Summer,PLNS,Cessna,1.0,1,Instructional,VMC,MANEUVERING,0
2018,Summer,RMTN,Cessna,1.0,1,Others,VMC,MANEUVERING,1
2018,Summer,SWST,Piper,1.0,1,Personal,VMC,LANDING,0
2018,Summer,FWST,Beech,1.0,1,Personal,VMC,APPROACH,1
2018,Summer,FWST,Piper,1.0,1,Personal,VMC,TAKEOFF,0
2018,Summer,FWST,Cessna,1.0,1,Personal,VMC,TAKEOFF,0
2018,Summer,GRLK,Piper,1.0,1,Personal,VMC,TAKEOFF,1
2018,Summer,FWST,Mooney,1.0,1,Personal,VMC,APPROACH,1
2018,Summer,GRLK,Cessna,1.0,1,Others,VMC,LANDING,0
2018,Summer,MEST,Robinson,1.0,1,Instructional,VMC,MANEUVERING,0
2018,Summer,SWST,Piper,1.0,1,Others,VMC,LANDING,0
2018,Summer,SEST,Piper,1.0,1,Instructional,VMC,LANDING,0
2018,Summer,RMTN,Cessna,1.0,1,Personal,VMC,GO-AROUND,0
2018,Summer,SEST,Cessna,1.0,1,Personal,VMC,LANDING,0
2018,Summer,PLNS,Cessna,1.0,1,Others,VMC,MANEUVERING,1
2018,Summer,PLNS,Cessna,1.0,1,Personal,VMC,TAKEOFF,0
2018,Summer,FWST,Cessna,2.0,1,Others,VMC,APPROACH,1
2018,Summer,SWST,Cessna,1.0,1,Personal,VMC,LANDING,0
2018,Summer,MEST,Cessna,1.0,1,Personal,VMC,LANDING,1
2018,Summer,GRLK,Cessna,1.0,1,Personal,VMC,TAKEOFF,1
2018,Summer,SEST,Beech,2.0,1,Personal,VMC,LANDING,0
2018,Summer,FWST,Mooney,1.0,1,Personal,VMC,APPROACH,1
2018,Summer,PLNS,Cessna,1.0,1,Others,VMC,MANEUVERING,0
2018,Summer,SEST,Beech,2.0,0,Others,VMC,CRUISE,0
2018,Summer,SEST,Air Tractor,1.0,0,Others,VMC,LANDING,0
2018,Summer,NWED,Piper,2.0,1,Personal,VMC,CRUISE,1
2018,Summer,PLNS,Beech,1.0,1,Personal,VMC,APPROACH,0
2018,Summer,RMTN,Piper,1.0,1,Personal,VMC,LANDING,0
2018,Summer,SWST,Cessna,1.0,1,Instructional,VMC,TAKEOFF,0
2018,Summer,GRLK,Cessna,1.0,1,Personal,VMC,TAKEOFF,1
2018,Summer,GRLK,Cessna,1.0,1,Personal,VMC,APPROACH,1
2018,Summer,FWST,Cessna,1.0,1,Personal,VMC,TAKEOFF,0
2018,Summer,SWST,Piper,1.0,1,Personal,VMC,LANDING,0
2018,Summer,GRLK,Cessna,1.0,1,Personal,VMC,LANDING,0
2018,Summer,GRLK,Piper,1.0,1,Instructional,VMC,OTHERS,1
2018,Summer,PLNS,Robinson,1.0,1,Others,VMC,MANEUVERING,1
